year,county_district_code,enrollment_size,demographic_composition,student_teacher_ratio,graduation_rate,free_reduced_lunch_pct,act_score_avg
1998,96098,2636,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 15.7, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 81.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,19.8,
1998,96099,1409,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.7, ""ENROLLMENT_HISPANIC_PCT"": 1.8, ""ENROLLMENT_WHITE_PCT"": 82.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,30.5,
1998,96101,897,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 27.0, ""ENROLLMENT_HISPANIC_PCT"": 1.0, ""ENROLLMENT_WHITE_PCT"": 67.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,24.2,
1998,96102,2432,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 20.7, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 71.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,13.1,
1998,96103,1691,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 23.7, ""ENROLLMENT_HISPANIC_PCT"": 1.4, ""ENROLLMENT_WHITE_PCT"": 74.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,63.7,
1998,96104,2841,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 90.4, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 8.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,68.4,
1998,96106,3421,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.7, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 70.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,12.6,
1998,96107,1153,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 39.9, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 58.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,61.2,
1998,96109,5435,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 97.9, ""ENROLLMENT_HISPANIC_PCT"": 0.2, ""ENROLLMENT_WHITE_PCT"": 1.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,67.3,
1998,96110,6369,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 26.3, ""ENROLLMENT_HISPANIC_PCT"": 1.5, ""ENROLLMENT_WHITE_PCT"": 70.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,39.7,
1998,96111,6318,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 80.8, ""ENROLLMENT_HISPANIC_PCT"": 0.1, ""ENROLLMENT_WHITE_PCT"": 18.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,61.4,
1998,96112,4444,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 84.0, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 14.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,47.8,
1998,96113,941,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.0, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 73.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,44.9,
1998,96114,4274,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 26.2, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 71.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,20.3,
1998,96119,6883,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 53.1, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 45.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",4,,13.9,
1998,115115,44442,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 79.9, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 17.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,80.6,
1999,96088,18413,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 43.3, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 54.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,24.9,
1999,96089,11368,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 55.8, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 42.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,45.3,
1999,96090,7044,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 27.4, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 70.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,28.3,
1999,96091,20696,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 14.4, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 82.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,15.1,
1999,96092,5061,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.1, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 73.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,22.5,
1999,96093,5213,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 20.6, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 77.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,22.8,
1999,96094,11937,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.6, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 84.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,19.5,
1999,96095,20787,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 17.8, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 74.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,14.8,
1999,96098,2657,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 15.4, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 81.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,19.9,
1999,96099,1396,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.4, ""ENROLLMENT_HISPANIC_PCT"": 1.8, ""ENROLLMENT_WHITE_PCT"": 82.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,32.1,
1999,96101,925,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 27.5, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 67.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,20.2,
1999,96102,2405,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 22.0, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 70.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,14.1,
1999,96103,1660,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 23.4, ""ENROLLMENT_HISPANIC_PCT"": 1.5, ""ENROLLMENT_WHITE_PCT"": 74.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,64.4,
1999,96104,3026,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 92.2, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 7.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,77.0,
1999,96106,3406,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.6, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 69.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,11.5,
1999,96107,1115,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 39.8, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 58.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,50.4,
1999,96109,5350,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 98.0, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 1.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,70.5,
1999,96110,6492,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 28.5, ""ENROLLMENT_HISPANIC_PCT"": 1.5, ""ENROLLMENT_WHITE_PCT"": 67.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",19,,42.9,
1999,96111,6829,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 84.1, ""ENROLLMENT_HISPANIC_PCT"": 0.1, ""ENROLLMENT_WHITE_PCT"": 15.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,64.9,
1999,96112,4417,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 85.4, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 13.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,49.4,
1999,96113,988,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 28.4, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 69.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,47.0,
1999,96114,4284,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 26.2, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 71.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,19.1,
1999,96119,6998,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 54.1, ""ENROLLMENT_HISPANIC_PCT"": 0.2, ""ENROLLMENT_WHITE_PCT"": 44.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",4,,13.3,
1999,115115,44782,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 80.3, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 17.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,81.5,
2000,96088,18330,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 45.9, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 52.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,25.6,20.5
2000,96089,11381,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 58.6, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 39.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,48.5,20.2
2000,96090,6688,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.7, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 71.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,28.9,21.7
2000,96091,21175,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 14.6, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 82.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,15.4,23.2
2000,96092,5001,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.0, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 73.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,21.4,22.6
2000,96093,5226,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 19.4, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 78.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,19.3,22.2
2000,96094,11886,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.0, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 84.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,19.5,21.8
2000,96095,20547,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 17.4, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 74.0, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,14.4,23.8
2000,96098,2650,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 14.4, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 82.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,21.0,21.7
2000,96099,1458,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 14.7, ""ENROLLMENT_HISPANIC_PCT"": 1.9, ""ENROLLMENT_WHITE_PCT"": 81.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,35.9,19.9
2000,96101,914,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 27.7, ""ENROLLMENT_HISPANIC_PCT"": 0.8, ""ENROLLMENT_WHITE_PCT"": 67.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,21.0,22.0
2000,96102,2460,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 21.4, ""ENROLLMENT_HISPANIC_PCT"": 1.4, ""ENROLLMENT_WHITE_PCT"": 69.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,12.3,24.3
2000,96103,1662,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 20.8, ""ENROLLMENT_HISPANIC_PCT"": 1.9, ""ENROLLMENT_WHITE_PCT"": 76.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,64.1,22.6
2000,96104,3041,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 93.2, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 6.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,77.5,17.5
2000,96106,3321,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 23.5, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 71.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,9.9,23.8
2000,96107,1069,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 40.0, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 59.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,54.5,19.0
2000,96109,5294,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 99.0, ""ENROLLMENT_HISPANIC_PCT"": 0.1, ""ENROLLMENT_WHITE_PCT"": 0.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,84.0,16.5
2000,96110,6450,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 30.0, ""ENROLLMENT_HISPANIC_PCT"": 2.0, ""ENROLLMENT_WHITE_PCT"": 65.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,50.0,20.5
2000,96111,7109,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 87.7, ""ENROLLMENT_HISPANIC_PCT"": 0.3, ""ENROLLMENT_WHITE_PCT"": 11.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,69.2,18.0
2000,96112,4335,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 85.5, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 13.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,49.9,18.3
2000,96113,1006,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 29.4, ""ENROLLMENT_HISPANIC_PCT"": 1.5, ""ENROLLMENT_WHITE_PCT"": 67.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,47.9,20.4
2000,96114,4208,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 26.2, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 71.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,18.2,23.0
2000,96119,6716,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 49.0, ""ENROLLMENT_HISPANIC_PCT"": 0.6, ""ENROLLMENT_WHITE_PCT"": 49.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",3,,76.9,17.0
2000,115115,44264,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 80.5, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 17.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,81.3,18.1
2001,96088,18889,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 49.7, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 48.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,24.9,20.5
2001,96089,11830,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 61.6, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 36.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,48.4,19.8
2001,96090,6579,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 25.1, ""ENROLLMENT_HISPANIC_PCT"": 1.4, ""ENROLLMENT_WHITE_PCT"": 71.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,27.5,21.3
2001,96091,21546,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.2, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 83.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,12.5,22.8
2001,96092,5061,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 24.6, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 73.7, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,18.5,22.5
2001,96093,5294,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 18.6, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 79.4, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,18.5,21.9
2001,96094,12056,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 14.0, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 83.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,20.2,21.8
2001,96095,20231,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 17.3, ""ENROLLMENT_HISPANIC_PCT"": 1.3, ""ENROLLMENT_WHITE_PCT"": 73.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,14.0,23.5
2001,96098,2627,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 13.3, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 83.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,19.9,22.4
2001,96099,1489,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 14.3, ""ENROLLMENT_HISPANIC_PCT"": 1.9, ""ENROLLMENT_WHITE_PCT"": 81.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,31.2,20.0
2001,96101,929,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 28.1, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 65.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",13,,21.6,21.5
2001,96102,2442,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 21.7, ""ENROLLMENT_HISPANIC_PCT"": 1.1, ""ENROLLMENT_WHITE_PCT"": 69.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",11,,14.2,24.0
2001,96103,1738,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 18.5, ""ENROLLMENT_HISPANIC_PCT"": 1.7, ""ENROLLMENT_WHITE_PCT"": 79.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,58.0,18.8
2001,96104,3294,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 94.4, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 5.1, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,75.0,16.2
2001,96106,3247,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 21.5, ""ENROLLMENT_HISPANIC_PCT"": 1.2, ""ENROLLMENT_WHITE_PCT"": 72.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,8.2,23.9
2001,96107,1083,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 38.6, ""ENROLLMENT_HISPANIC_PCT"": 0.9, ""ENROLLMENT_WHITE_PCT"": 59.6, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",12,,54.2,19.2
2001,96109,5603,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 99.0, ""ENROLLMENT_HISPANIC_PCT"": 0.0, ""ENROLLMENT_WHITE_PCT"": 0.9, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",16,,74.3,17.5
2001,96110,6590,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 30.8, ""ENROLLMENT_HISPANIC_PCT"": 2.4, ""ENROLLMENT_WHITE_PCT"": 64.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",18,,42.0,19.9
2001,96111,7587,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 90.4, ""ENROLLMENT_HISPANIC_PCT"": 0.2, ""ENROLLMENT_WHITE_PCT"": 9.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",17,,71.6,17.6
2001,96112,4392,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 85.8, ""ENROLLMENT_HISPANIC_PCT"": 0.5, ""ENROLLMENT_WHITE_PCT"": 12.3, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,49.4,19.4
2001,96113,1064,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 29.5, ""ENROLLMENT_HISPANIC_PCT"": 2.1, ""ENROLLMENT_WHITE_PCT"": 66.2, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",14,,46.5,20.8
2001,96114,4230,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 27.0, ""ENROLLMENT_HISPANIC_PCT"": 0.7, ""ENROLLMENT_WHITE_PCT"": 70.8, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",15,,20.2,22.7
2001,96119,2358,"{""ENROLLMENT_ASIAN_PCT"": 0.0, ""ENROLLMENT_BLACK_PCT"": 53.8, ""ENROLLMENT_HISPANIC_PCT"": 0.4, ""ENROLLMENT_WHITE_PCT"": 44.5, ""ENROLLMENT_MULTIRACIAL_PCT"": 0.0}",1,,78.0,16.2
